"","hit","worker","seconds","image","age","born","died","findings","group","study","comments"
"83","31SIZS5W59F6LRFTWZX096PRT34QRL","A2HR7ZIX42FEPG",58,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5120231pdf.png",1,"6/4/1964","6/5/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"84","31SIZS5W59F6LRFTWZX096PRT34QRL","A1NJ1IJLKAS0Y4",111,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5120231pdf.png",1,"6/4/1964","6/5/1964","","2 1 uci/kg total ingested with food (in utero to 540 days)","2 davis - 1961 strontium-90, dietary","No findings on the tab information"
"85","3HY86PZXPYITVJQ7PENL9YI062N1EP","A2BKLF1MNZ3L4X",100,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5220231pdf.png",3,"6/4/1964","6/7/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"86","3HY86PZXPYITVJQ7PENL9YI062N1EP","A7TP8TTJ88Y0R",48,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5220231pdf.png",3,"6/4/1964","6/7/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"87","3HY86PZXPYITVJQ7PENL9YI062N1EP","A2W547SNOCMC25",1265,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5220231pdf.png",3,"6/4/1964","6/7/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","findings not present"
"88","3D7VY91L65XSK50C894TSI0I1G4BM6","A1OQIXAU1SEJ4P",1435,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5320231pdf.png",6258,"6/4/1964","7/23/1981","metastatic mammary carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"89","3D7VY91L65XSK50C894TSI0I1G4BM6","A2LCFORIW0NF1S",46,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5320231pdf.png",6258,"6/4/1964","7/23/1981","metastatic mammary carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"90","3D7VY91L65XSK50C894TSI0I1G4BM6","A25WNYPSSDNEVE",601,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5320231pdf.png",6258,"6/4/1964","7/23/1981","metastatic mammary carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"91","3K8CQCU3KE1QQQJNF1FPSB23G7WNWY","AOUMYCLO4I993",217,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5420231pdf.png",3698,"6/4/1964","7/20/1974","splenic hemangiosarcoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"92","3K8CQCU3KE1QQQJNF1FPSB23G7WNWY","A9KPCMO1J1LQF",727,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5420231pdf.png",3698,"6/4/1964","7/20/1974","splenic hemangiosarcoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"93","3K8CQCU3KE1QQQJNF1FPSB23G7WNWY","A2R0YYUAWNT7UD",2123,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5420231pdf.png",3698,"6/4/1964","7/20/1974","splenic homoangiosdarcoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"94","335VBRURDJ0BKOT2TR2EO40J4EAE9A","A25CAT0W9W97Z8",1829,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5520231pdf.png",2,"6/4/1964","6/6/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"95","335VBRURDJ0BKOT2TR2EO40J4EAE9A","A3Q92WMGIHEPSD",785,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5520231pdf.png",2,"6/4/1964","6/6/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"96","335VBRURDJ0BKOT2TR2EO40J4EAE9A","A2LCFORIW0NF1S",53,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F5520231pdf.png",2,"6/4/1964","6/6/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"97","3HFWPF5AK9JQF594DDL9M81C5DA3SK","A38DC3BG1ZCVZ2",269,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F6020231pdf.png",1702,"7/2/1964","5/17/1977","chronic pyelonephritis","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"98","3HFWPF5AK9JQF594DDL9M81C5DA3SK","A2MCG5W6LHSRG9",737,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F6020231pdf.png",1702,"7/2/1964","5/17/1977","chronic pyelonephritis","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"99","3HFWPF5AK9JQF594DDL9M81C5DA3SK","A2QAIIROYI52KO",81,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F6020231pdf.png",4702,"7/2/1964","5/17/1977","chronic pyelonephritis","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"100","3538U0YQ1FUHB04I7TLAF9IXGNF3F0","A2653BIPJKEMRK",68,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05f6120231pdf.png",5625,"7/2/1964","11/26/1979","central nervous system disease undetermined origin","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"101","3538U0YQ1FUHB04I7TLAF9IXGNF3F0","A2UF2FRGVW4T89",115,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05f6120231pdf.png",5625,"7/2/1964","11/26/1979","central nervous system disease undetermined origin","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"102","3538U0YQ1FUHB04I7TLAF9IXGNF3F0","A38DC3BG1ZCVZ2",2096,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05f6120231pdf.png",5625,"7/2/1964","11/26/1979","central nervous system disease undetermined origin","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"103","3GV1I4SEO9P28B1WC6M6HPZ1NA3L6T","A38DC3BG1ZCVZ2",441,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F6520231pdf.png",1899,"7/31/1964","12/29/1977","metastatic mammary carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"104","3GV1I4SEO9P28B1WC6M6HPZ1NA3L6T","ARQ9DY4UL4WJ4",1126,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F6520231pdf.png",4899,"7/31/1964","12/29/1977","metastatic pancreatic carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"105","3GV1I4SEO9P28B1WC6M6HPZ1NA3L6T","A177EXELDLWTWV",972,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F6520231pdf.png",1899,"7/31/1964","12/29/1977","metastic mammary carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"106","3XT3KXP24ZY0IATQR3PTP97966A6I1","A2RYRS301XIZZD",274,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F7220231pdf.png",4868,"9/28/1965","1/26/1979","transitional cell carcinoma-urethra","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"107","3XT3KXP24ZY0IATQR3PTP97966A6I1","A177EXELDLWTWV",1424,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F7220231pdf.png",4868,"9/28/1965","1/26/1979","transitional cell carcinoma-urethra","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"108","3XT3KXP24ZY0IATQR3PTP97966A6I1","A3PIAHR6PGXZNT",83,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05F7220231pdf.png",4868,"9/28/1965","1/26/1979","transitional cell carcinoma-urethra","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"109","3T2EL38U0MKQIN155Y3SYOBFUJOXQL","A2MCG5W6LHSRG9",180,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5020231pdf.png",5533,"4/26/1964","6/20/1979","metastatic splenic & hepatic hemangiosarcoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"110","3T2EL38U0MKQIN155Y3SYOBFUJOXQL","AJVGW8ZY3SWE4",55,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5020231pdf.png",5533,"4/26/1964","6/20/1979","metastatic splenic & hepatic hemangiosarcoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"111","3T2EL38U0MKQIN155Y3SYOBFUJOXQL","A32PNTIGJF38XQ",974,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5020231pdf.png",5533,"4/26/1964","6/20/1979","metastatic splenic & hepatic hemangiosarcoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"112","3ZXNP4Z39RLLCBF1VGRYN3ZXILNL7S","AYG3MF094634L",21,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5620231pdf.png",1,"6/4/1964","6/5/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"113","3ZXNP4Z39RLLCBF1VGRYN3ZXILNL7S","A150CIC6SJN8JC",63,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5620231pdf.png",1,"6/4/1964","6/5/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","02 davis-1961 strontium-90, dietary","{}"
"114","3ZXNP4Z39RLLCBF1VGRYN3ZXILNL7S","AZ4NM6ZXTGT0",345,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5620231pdf.png",1,"6/4/1964","6/5/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"115","3HUR21WDDUPZRPSRW8KMBAEHTT6YXS","AJVGW8ZY3SWE4",72,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5720231pdf.png",1,"6/4/1964","6/5/1964","not available","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"116","3HUR21WDDUPZRPSRW8KMBAEHTT6YXS","ADJ9I7ZBFYFH7",99,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5720231pdf.png",1,"6/4/1964","6/5/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","No FINDINGS"
"117","3HUR21WDDUPZRPSRW8KMBAEHTT6YXS","A3RYH6OUH7BJ4Z",1971,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5720231pdf.png",1,"6/4/1964","6/5/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"118","3ZG552ORAM4HMFUP38C9ELGRY22V22","A2F0NZQ8F9ON8C",218,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5820231pdf.png",1,"6/4/1964","6/5/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"119","3ZG552ORAM4HMFUP38C9ELGRY22V22","A34WAR0H85FL2K",710,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5820231pdf.png",1,"6/4/1964","6/5/1964","","2 1 uci /kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","finds blank on card"
"120","3ZG552ORAM4HMFUP38C9ELGRY22V22","AOUMYCLO4I993",2879,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5820231pdf.png",1,"6/4/1964","6/5/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"121","3X7837UUADYWDLDW9LAT1AM9JLZ6JD","A2VRQML8Q3XYP4",53,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5920231pdf.png",4956,"6/4/1964","12/29/1977","chronic prostatitis (urethral obstruction)","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"122","3X7837UUADYWDLDW9LAT1AM9JLZ6JD","ABT7QTMIYXYO0",115,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5920231pdf.png",4956,"6/4/1964","12/29/1977","chronic prostatitis (urethral obstruction)","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"123","3X7837UUADYWDLDW9LAT1AM9JLZ6JD","A1ET2J1PIP0RGO",1414,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M5920231pdf.png",4956,"6/4/1964","12/29/1977","chronic prostatitis (urethral obstruction)","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"124","3ZQX1VYFTD5XIANHIDZWTKZMOAY8OJ","ARX0S1CIDJLOX",1675,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6220231pdf.png",1,"7/2/1964","7/3/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","Findings field is blank."
"125","3ZQX1VYFTD5XIANHIDZWTKZMOAY8OJ","A3PIAHR6PGXZNT",593,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6220231pdf.png",1,"7/2/1964","7/3/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"126","3ZQX1VYFTD5XIANHIDZWTKZMOAY8OJ","A1RX2JBV4VGZ65",888,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6220231pdf.png",1,"7/2/1964","7/3/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","findings was left blank"
"127","3ZCC2DXSD74ORUI1146OUOLQVZ0YYY","AO0CQ0WT4FT7T",795,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6320231pdf.png",1,"7/2/1964","7/3/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"128","3ZCC2DXSD74ORUI1146OUOLQVZ0YYY","ARQ9DY4UL4WJ4",767,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6320231pdf.png",1,"7/2/1964","7/3/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"129","3ZCC2DXSD74ORUI1146OUOLQVZ0YYY","A3ITZNJQUTIZ4C",81,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6320231pdf.png",1,"7/2/1964","7/3/1964","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"130","3XABXM4AJ1503M0XXQR0IPUM3BG8QR","A18TCR555RWUZV",320,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6420231pdf.png",6410,"7/2/1964","1/19/1982","hepatic atrophy","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"131","3XABXM4AJ1503M0XXQR0IPUM3BG8QR","A2460MAJX0NA82",60,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6420231pdf.png",6410,"7/2/1964","1/19/1982","hepatic atrophy","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"132","3XABXM4AJ1503M0XXQR0IPUM3BG8QR","A29374NDYXSCWB",1030,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6420231pdf.png",6410,"7/2/1964","1/19/1982","hepatic atrophy","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"133","3UUIU9GZC55U8K9NGWESBAVILSE5T0","A2QAIIROYI52KO",61,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6620231pdf.png",4843,"7/31/1964","11/3/1977","metastatic bronchogenic carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"134","3UUIU9GZC55U8K9NGWESBAVILSE5T0","AZ4NM6ZXTGT0",1145,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6620231pdf.png",4843,"7/31/1964","11/3/1977","metastatic bronchogenic carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"135","3UUIU9GZC55U8K9NGWESBAVILSE5T0","AR20RBERHIPN8",53,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6620231pdf.png",1843,"7/31/1964","11/3/1977","metastatic bronchagenic carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"136","3A520CCNWN0PP737LXGEKZB3AWSEAP","AJVGW8ZY3SWE4",56,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6720231pdf.png",4836,"7/31/1964","10/27/1977","lymphosarcoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"137","3A520CCNWN0PP737LXGEKZB3AWSEAP","A34WAR0H85FL2K",650,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6720231pdf.png",4836,"7/31/1964","10/27/1977","lymphosarcoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"138","3A520CCNWN0PP737LXGEKZB3AWSEAP","ADJ9I7ZBFYFH7",182,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M6720231pdf.png",4836,"7/31/1964","10/27/1977","lymphosarcoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"139","308KJXFUJR6REQL4BS59JLB4D6FTAU","ABOEYY9Y0PFRI",572,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M7020231pdf.png",4966,"9/11/1965","4/17/1979","adamantinoma; obs: neoplasm was adjacent to bone","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"140","308KJXFUJR6REQL4BS59JLB4D6FTAU","A38DC3BG1ZCVZ2",572,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M7020231pdf.png",4966,"9/11/1965","4/17/1979","adamantinoma; obs: neoplasm was adjacent to bone","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"141","308KJXFUJR6REQL4BS59JLB4D6FTAU","A3IA77UHAVA83X",165,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M7020231pdf.png",4966,"9/11/1965","4/17/1979","adamantinoma; obs: neoplasm was adjacent to bone","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"142","31ODACBENUFIM6F6BOX5ZGUNF5NQS9","AYG3MF094634L",38,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M7120231pdf.png",649,"9/11/1965","6/22/1967","accidental death (anesthetic death - for whole body counting)","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"143","31ODACBENUFIM6F6BOX5ZGUNF5NQS9","ADJ9I7ZBFYFH7",98,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M7120231pdf.png",649,"9/11/1965","6/22/1967","accidental death (anesthetic death - for whole body counting)","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"144","31ODACBENUFIM6F6BOX5ZGUNF5NQS9","A2MCG5W6LHSRG9",148,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265D05M7120231pdf.png",649,"9/11/1965","6/22/1967","accidental death (anesthetic death - for whole body counting)","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"145","3TKXBROM5TAC658XBMJIYDCESCTIJI","A3ITZNJQUTIZ4C",91,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265DO5F6820231pdf.png",4857,"9/11/1965","12/29/1978","metastatic malignant melanoma lip","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"146","3TKXBROM5TAC658XBMJIYDCESCTIJI","A1OQIXAU1SEJ4P",1381,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265DO5F6820231pdf.png",4857,"9/11/1965","12/29/1978","metastatic malignant melanoma lip","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"147","3TKXBROM5TAC658XBMJIYDCESCTIJI","ARX0S1CIDJLOX",182,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265DO5F6820231pdf.png",4857,"9/11/1965","12/29/1978","metastatic malignant melanoma lip","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"148","3NCN4N1H1GHY2NLCKAJT5XPI66EBN6","A1102MP1CZI32V",98,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265DO5M69231pdf.png",5288,"9/11/1965","3/4/1980","congestive heart failure","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"149","3NCN4N1H1GHY2NLCKAJT5XPI66EBN6","A3RR85PK3AV9TU",70,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265DO5M69231pdf.png",5288,"9/11/1965","3/4/1980","congestive heart failure","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"150","3NCN4N1H1GHY2NLCKAJT5XPI66EBN6","AR20RBERHIPN8",38,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000265DO5M69231pdf.png",5288,"9/11/1965","3/4/1980","congestive heart failure","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"151","30F94FBDNRKWX0QWH655EWVAVO0TBP","A25WNYPSSDNEVE",1081,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000266D05F7320231pdf.png",5011,"9/28/1965","6/18/1979","metastatic mammary carcinoma/congestive heart failure","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
