"","study","group","age","born","died","findings","autopsy"
"92","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","2","12/20/1963","12/22/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000267/D10F01.pdf"
"93","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","3454","12/20/1963","6/4/1973","hyperadrenalcorticism","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000267/D10F02.pdf"
"94","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","395","12/20/1963","1/18/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000267/D10F03.pdf"
"95","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","0","5/24/1964","5/24/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000267/D10F06.pdf"
"96","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","2","5/24/1964","5/26/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000267/D10F07.pdf"
"97","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","4","5/24/1964","5/28/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000267/D10F08.pdf"
"98","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","240","5/24/1964","1/19/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000267/D10F09.pdf"
"99","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","4363","5/24/1964","5/4/1976","metastatic mammary carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000267/D10F10.pdf"
"100","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","4993","12/20/1963","8/21/1977","metastatic renal carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000267/D10M04.pdf"
"101","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","5247","12/20/1963","5/2/1978","urethral stricture secondary to prostatectomy","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000267/D10M05.pdf"
"102","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","4069","5/24/1964","7/15/1975","metastatic pulmonary adenocarcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F11.pdf"
"103","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","0","6/17/1964","6/17/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F13.pdf"
"104","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","0","6/17/1964","6/17/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F14.pdf"
"105","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","5027","7/5/1964","4/10/1978","accidental (aspirated glycerol when treated for glaucoma-- led to aspiration pneumonia)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F17.pdf"
"106","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","5490","7/5/1964","7/17/1979","bronchogenic carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F18.pdf"
"107","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","4559","8/11/1964","2/3/1977","metastatic mammary carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F22.pdf"
"108","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","0","8/11/1964","8/11/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F23.pdf"
"109","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","160","8/11/1964","1/18/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F24.pdf"
"110","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","4682","8/11/1964","6/6/1977","metastatic adrenal carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F25.pdf"
"111","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","1","9/19/1964","9/20/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F29.pdf"
"112","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","1","9/19/1964","9/20/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F30.pdf"
"113","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","2","9/19/1964","9/21/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F31.pdf"
"114","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","1","9/19/1964","9/20/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F32.pdf"
"115","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","6173","9/25/1964","8/20/1981","myelopathy (intervertebral disc disease)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F36.pdf"
"116","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","3913","12/7/1964","8/25/1975","myocardial degeneration/cardiac hypertrophy (congestive heart failure)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F41.pdf"
"117","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","4095","12/7/1964","2/23/1976","focal encephalomalacia (ischemic)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10F42.pdf"
"118","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","5169","5/24/1964","7/19/1978","fibrosarcoma, maxilla","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M12.pdf"
"119","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","0","6/17/1964","6/17/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M15.pdf"
"120","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","3","6/17/1964","6/20/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M16.pdf"
"121","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","1241","7/5/1964","11/28/1967","myelomalacia (idiopathic)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M19.pdf"
"122","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","5570","7/5/1964","10/5/1979","pituitary carcinoma; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M20.pdf"
"123","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","198","7/5/1964","1/19/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M21.pdf"
"124","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","5355","8/11/1964","4/10/1979","central nervous system disease of undetermined origin","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M26.pdf"
"125","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","0","8/11/1964","8/11/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M27.pdf"
"126","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","0","8/11/1964","8/11/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M28.pdf"
"127","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","1","9/19/1964","9/20/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M33.pdf"
"128","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","1","9/19/1964","9/20/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M34.pdf"
"129","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","2","9/19/1964","9/21/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M35.pdf"
"130","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","115","9/25/1964","1/18/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M37.pdf"
"131","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","115","9/25/1964","1/18/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M38.pdf"
"132","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","4732","9/25/1964","9/9/1977","transitional cell carcinoma urinary bladder","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M39.pdf"
"133","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","5358","9/25/1964","5/28/1979","neurofibrosarcoma (c2 spinal nerve); obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M40.pdf"
"134","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","1123","12/7/1964","1/4/1968","removed from expt","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M43.pdf"
"135","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","1095","12/7/1964","12/7/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M44.pdf"
"136","2 davis-1961 strontium-90, dietary","3 4 uci/kg total ingested with food (in-utero to 540 days)","4328","12/7/1964","10/13/1976","congestive heart failure (ruptured chordae tendinae)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000268/D10M45.pdf"
"137","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","1080","5/6/1967","4/20/1970","osteosarcoma humerus & c2","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60F22.pdf"
"138","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","586","5/6/1967","12/12/1968","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60F23%20%231.pdf"
"139","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","0","5/12/1967","5/12/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60F27.pdf"
"140","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","208","5/12/1967","12/6/1967","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60F28%20%231.pdf"
"141","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","902","7/12/1967","12/30/1969","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60F32%20%231.pdf"
"142","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","1009","7/12/1967","4/16/1970","metastatic osteosarcoma pelvis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60F33%20%231.pdf"
"143","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","148","7/12/1967","12/7/1967","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60F34%20%231.pdf"
"144","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","868","7/12/1967","11/26/1969","metastatic osteosarcoma pelvis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60F35%20%231.pdf"
"145","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","594","9/2/1967","4/18/1969","bone marrow hypoplasia pancytopenia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60F41%20%231.pdf"
"146","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","844","9/2/1967","12/24/1969","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60F42%20%231.pdf"
"147","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","731","5/6/1967","5/6/1969","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M24.pdf"
"148","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","496","5/6/1967","9/13/1968","bone marrow hypoplasia pancytopenia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M25%20%231.pdf"
"149","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","1111","5/6/1967","5/21/1970","chondrosarcoma 1st cervical vertebra","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M26%20%231.pdf"
"150","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","1","5/12/1967","5/13/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M29.pdf"
"151","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","926","5/12/1967","11/23/1969","metastatic hemangiosarcoma humerus; hemangiosarcoma humerus; amputation","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M30%20%231.pdf"
"152","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","579","5/12/1967","12/11/1968","progressive myelopathy (unknown etiology)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M31%20%231.pdf"
"153","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","602","7/12/1967","3/5/1969","aplastic anemia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M36%20%231.pdf"
"154","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","1009","7/12/1967","4/16/1970","osteosarcoma frontal bone; terminated 1/14/70: osteosarcoma ulna; amputation 1/14/70, removed from","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M37%20%231.pdf"
"155","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","799","7/12/1967","9/18/1969","osteosarcoma tibia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M38%20%231.pdf"
"156","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","576","7/12/1967","2/7/1969","osteosarcoma humerus and femur","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M39%20%231.pdf"
"157","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","763","7/12/1967","8/13/1969","metastatic osteosarcoma humerus and scapula; osteosarcoma humerus and scapula; amputation","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M40%20%231.pdf"
"158","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","681","9/2/1967","7/14/1969","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M43%20%231.pdf"
"159","2 davis-1961 strontium-90, dietary","11 1940 uci/kg total ingested with food (in-utero to 540 days)","958","9/2/1967","4/17/1970","osteosarcoma femur","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/D60M44%20%231.pdf"
"160","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3079","9/10/1965","2/14/1974","osteosarcoma, mandible; terminated 12/05/73: osteosarcoma tibia; amputation 12/05/73, removed","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/R30F35%20%231.pdf"
"161","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2168","9/10/1965","8/18/1971","radiation osteodystrophy/pathologic fracture left mandible","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/R30F36%20%231.pdf"
"162","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","0","9/27/1965","9/27/1965","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/R30F40.pdf"
"163","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","807","9/27/1965","12/13/1967","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/R30F41%20%231.pdf"
"164","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2517","9/27/1965","8/18/1972","osteosarcoma mandible and humerus (leg amputation at age 6y, periosteal callus; amputation 9/30/71","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000277/R30F42%20%231.pdf"
