"dog_number","birth_date","death_mode","age","sex","group","tissues","comment","experiment","study","era_studyID","era_GroupID","dam","sire"
"230","1960-11-20","Euthanized for Non-Conformance","3181","F","220","34","SAC.IN COURSE OF EXP.
",NULL,"0","99","3","550","187"
"231","1960-11-20","Euthanized for Non-Conformance","3151","F","220","34","SAC.IN COURSE OF EXP.
",NULL,"0","99","3","550","187"
"232","1960-11-20","Age","997","M","10","8","SAC.IN COURSE OF EXP.
",NULL,"0","99","1","550","187"
"233","1960-11-20","Transferred","3210","M","6400","0","TRANS.OUTSIDE OF ANL
",NULL,"99","56","3","550","187"
"234","1960-11-20","Experimental Sacrifice","3790","M","6000","7","SAC.IN COURSE OF EXP.
",NULL,"99","56","1","550","187"
"235","1960-11-27","Stillborn","0","M","8400","8","STILLBORN
",NULL,"99","99","14","47","187"
"236","1960-11-27","less than 7 days old","0","M","8400","7","STILLBORN
",NULL,"99","99","14","47","187"
"237","1960-11-27","Radiation","445","F","5500","25","HEMORRHAGIC DIATHESIS
",NULL,"4","4","0","47","187"
"238","1960-11-27","Age","5006","M","100","24","HEPATIC TUMOR; NEPHRITIS
","control","0","99","4","47","187"
"239","1960-11-27","Sacrificed Moribund","4169","M","5500","48","BONE MARROW APLASIA
",NULL,"4","4","0","47","187"
"240","1960-11-27","Euthanized for Non-Conformance","3148","F","10","34","SAC.NON-CONFORMING
",NULL,"0","99","1","47","187"
"241","1960-11-27","Radiation","448","F","5500","29","HEMORRHAGIC DIATHESIS
",NULL,"4","4","0","47","187"
"242","1960-11-27","Sacrificed Moribund","23","M","10","10","BRONCHOPNEUMONIA
",NULL,"0","99","1","47","187"
"243","1960-11-27","Radiation","452","M","5500","26","HEMORRHAGIC DIATHESIS, HEPATIC FRACTURE
",NULL,"4","4","0","47","187"
"244","1960-07-22","Age","3505","F","220","0","PYOMETRA;SAC.CULL
",NULL,"0","99","3",NULL,NULL
"245","1960-07-18","Radiation","418","M","5100","11","BONE MARROW APLASIA
","cobalt_fractionated","99","55","1",NULL,NULL
"246","1960-08-17","Sacrificed Moribund","3780","F","5500","34","CEREBRAL HEMORRHAGE
",NULL,"4","4","0",NULL,NULL
"247","1960-08-17","Radiation","2721","F","5500","33","URINARY BLADDER CARCINOMA W/METS
",NULL,"4","4","0",NULL,NULL
"248","1960-08-17","Experimental Sacrifice","434","M","5900","29","SAC.END OF EXP.
",NULL,"3","0","0",NULL,NULL
"249","1960-08-17","Experimental Sacrifice","3750","M","5900","34","HEMATOMA
",NULL,"3","0","0",NULL,NULL
"250","1960-07-27","Experimental Sacrifice","1330","M","5100","13","SAC.IN COURSE OF EXP.
","cobalt_fractionated","99","55","1",NULL,NULL
"251","1960-07-27","Radiation","415","M","5100","19","BONE MARROW APLASIA
","cobalt_fractionated","99","55","1",NULL,NULL
"252","1960-07-27","Radiation","414","M","5100","19","BONE MARROW APLASIA
","cobalt_fractionated","99","55","1",NULL,NULL
"253","1960-06-30","Experimental Sacrifice","537","F","5900","29","SAC.END OF EXP.
",NULL,"3","0","0",NULL,NULL
"254","1960-06-30","Experimental Sacrifice","580","F","5900","30","SAC.END OF EXP.
",NULL,"3","0","0",NULL,NULL
"255","1960-06-30","Experimental Sacrifice","3798","F","5900","35","MELAN,HEMANGOMA,EARS
",NULL,"3","0","0",NULL,NULL
"256","1960-08-11","Sacrificed Moribund","3445","F","5500","33","OVARIAN CARCINOMA W/METS
",NULL,"4","4","0",NULL,NULL
"257","1960-08-11","Radiation","4012","F","5500","19","MAMMARY TUMOR W/METS
",NULL,"4","4","0",NULL,NULL
"258","1960-08-11","Radiation","3832","F","5500","32","HEPATIC CARCINOMA
",NULL,"4","4","0",NULL,NULL
"259","1960-08-11","Experimental Sacrifice","693","M","5900","35","SAC.END OF EXP.
",NULL,"3","0","0",NULL,NULL
"260","1960-12-04","Sacrificed Moribund","12","F","10","0","PNEUMONIA
",NULL,"0","99","1","40","222"
"261","1960-12-04","Euthanized for Disease","500","F","6800","0","SAC.END OF EXP.
",NULL,"99","98","7","40","222"
"262","1960-12-04","Transferred","3196","F","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","40","222"
"263","1960-12-04","Sacrificed Moribund","156","M","10","0","DETERMINATE
",NULL,"0","99","1","40","222"
"264","1960-12-04","Control Sacrifice","1621","M","10","20","SAC.FOR CONTROL MATL.
",NULL,"0","99","1","40","222"
"265","1960-12-04","Euthanized for Disease","297","M","10","9","SAC.IN COURSE OF EXP.
",NULL,"0","99","1","40","222"
"266","1960-12-04","Sacrificed Moribund","246","M","10","0","LEUKEMIA(C.R.)
",NULL,"0","99","1","40","222"
"267","1961-01-23","Euthanized for Disease","112","F","10","23","SAC.FOR CONTROL MATL.
",NULL,"0","99","1","44","187"
"268","1961-01-23","Euthanized for Disease","112","F","10","23","SAC.-CULL
",NULL,"0","99","1","44","187"
"269","1961-01-23","Euthanized for Disease","112","M","10","24","SAC.-CULL
",NULL,"0","99","1","44","187"
"270","1961-02-10","Euthanized for Disease","67","F","7300","9","SAC.-DIET DOG
",NULL,"99","98","2","563","187"
"271","1961-02-10","Age","802","F","7300","24","SAC.-DIET DOG
",NULL,"99","98","2","563","187"
"272","1961-02-10","Experimental Conditions","3059","F","6400","0","SAC.-DIET DOG
",NULL,"99","56","3","563","187"
"273","1961-02-10","Sacrificed Moribund","2944","F","5500","34","PYOMETRA
",NULL,"4","4","0","563","187"
"274","1961-02-10","Euthanized for Disease","82","M","7300","8","SAC.-DIET DOG
",NULL,"99","98","2","563","187"
"275","1961-02-10","Sacrificed Moribund","1207","M","6000","18","AC.ENCEPHALITIS
",NULL,"99","56","1","563","187"
"276","1961-03-04","Stillborn","0","F","7300","14","STILLBORN
",NULL,"99","98","2","43","187"
"277","1961-03-04","Stillborn","0","M","7300","16","STILLBORN
",NULL,"99","98","2","43","187"
"278","1961-03-04","less than 7 days old","6","F","7300","12","GASTROENTERITIS
",NULL,"99","98","2","43","187"
"279","1961-03-04","Sacrificed Moribund","8","F","7300","12","PULM.EDEMA
",NULL,"99","98","2","43","187"
"280","1961-03-04","Experimental Sacrifice","3656","M","7000","0","SAC.IN COURSE OF EXP.
",NULL,"99","99","8","43","187"
"281","1961-03-04","Euthanized for Disease","2475","M","6400","34","CHR.NEPHRITIS;SEMINOMA
",NULL,"99","56","3","43","187"
"282","1961-03-26","Stillborn","0","M","7300","21","STILLBORN
",NULL,"99","98","2","45","30"
"283","1961-03-26","less than 7 days old","3","F","7300","21","BACTEREMIA
",NULL,"99","98","2","45","30"
"284","1961-03-26","Sacrificed Moribund","3634","F","5500","3","SACRIFICED
",NULL,"4","4","0","45","30"
"285","1961-03-26","Sacrificed Moribund","3385","M","5500","34","SACRIFICED
",NULL,"4","4","0","45","30"
"286","1961-03-26","less than 7 days old","4","M","7300","21","UMBIL.INF.-PERITONITIS
",NULL,"99","98","2","45","30"
"287","1961-03-26","less than 7 days old","6","M","7300","21","BACTEREMIA
",NULL,"99","98","2","45","30"
"288","1961-03-27","less than 7 days old","3","F","7300","21","PULMOMARY EDEMA
",NULL,"99","98","2","38","72"
"289","1961-03-27","less than 7 days old","3","F","7300","21","PULMOMARY EDEMA
",NULL,"99","98","2","38","72"
"290","1961-03-27","less than 7 days old","3","F","7300","20","ANEMIA
",NULL,"99","98","2","38","72"
"291","1961-03-27","less than 7 days old","2","M","7300","21","PHYSICAL TRAUMA
",NULL,"99","98","2","38","72"
"292","1961-03-27","less than 7 days old","3","M","7300","21","PHYSICAL TRAUMA
",NULL,"99","98","2","38","72"
"293","1961-03-27","less than 7 days old","3","M","7300","21","ANEMIA;PULM.EDEMA
",NULL,"99","98","2","38","72"
"294","1961-04-08","Stillborn","0","F","8400","21","STILLBORN
",NULL,"99","99","14","185","187"
"295","1961-04-08","Stillborn","0","M","8400","21","STILLBORN
",NULL,"99","99","14","185","187"
"296","1961-04-08","Transferred","102","F","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","185","187"
"297","1961-04-08","Transferred","102","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","185","187"
"298","1961-04-08","Transferred","471","M","10","0","TRANS.WITHIN ANL
",NULL,"0","99","1","185","187"
"299","1961-04-08","Transferred","471","M","10","0","TRANS.WITHIN ANL
",NULL,"0","99","1","185","187"
"300","1961-04-09","Stillborn","0","F","8400","21","STILLBORN
",NULL,"99","99","14","42","222"
"301","1961-04-18","Age","5680","F","100","23","MAMMARY TUMOR W/METS
","control","0","99","4","571","73"
"302","1961-04-18","Experimental Sacrifice","1064","F","5100","18","SAC.IN COURSE OF EXP.
",NULL,"99","55","1","571","73"
"303","1961-04-18","Experimental Sacrifice","414","F","5100","18","SAC.FOR TISSUE STUDY
",NULL,"99","55","1","571","73"
"304","1961-04-18","Experimental Sacrifice","3543","M","7100","0","SAC.IN COURSE OF EXP.
",NULL,"99","98","3","571","73"
"305","1961-04-20","Euthanized for Non-Conformance","2701","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","186","187"
"306","1961-04-20","Experimental Sacrifice","3640","F","6000","7","SAC.IN COURSE OF EXP.
",NULL,"99","56","1","186","187"
"307","1961-04-20","Euthanized for Disease","397","F","10","11","SAC.IN COURSE OF EXP.
",NULL,"0","99","1","186","187"
"308","1961-04-20","Parturition","1191","F","220","0","RUPTURED UTERUS
",NULL,"0","99","3","186","187"
"309","1961-04-23","Transferred","1025","F","10","0","TRANS.WITHIN ANL
",NULL,"0","99","1","6","187"
"310","1961-04-23","Experimental Sacrifice","3621","M","7100","2","SAC.IN COURSE OF EXP.
",NULL,"99","98","3","6","187"
"311","1961-04-23","Experimental Sacrifice","3624","M","7100","3","SAC.IN COURSE OF EXP.
",NULL,"99","98","3","6","187"
"312","1961-04-23","Experimental Sacrifice","3624","M","7100","3","SAC.IN COURSE OF EXP.
",NULL,"99","98","3","6","187"
"313","1961-04-24","Experimental Sacrifice","568","F","5500","0","SACRIFICED
",NULL,"4","4","0","4","73"
"314","1961-04-24","Control Sacrifice","569","F","10","0","SAC.FOR CONTROL MATL.
",NULL,"0","99","1","4","73"
"315","1961-04-24","Age","4573","F","100","27","MAMMARY TUMOR W/METS
","control","0","99","4","4","73"
"316","1961-04-24","Serial Sacrifice","575","F","5500","0","SACRIFICED
",NULL,"4","4","0","4","73"
"317","1961-04-24","Experimental Sacrifice","3623","M","7100","3","SAC.FOR CONTROL MATL.
",NULL,"99","98","3","4","73"
"318","1961-04-24","Experimental Sacrifice","3623","M","7100","3","SAC.FOR CONTROL MATL.
",NULL,"99","98","3","4","73"
"319","1961-04-24","Euthanized for Non-Conformance","3026","M","6200","34","SAC.NON-CONFORMING
",NULL,"99","53","3","4","73"
"320","1961-04-30","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","49","73"
"321","1961-04-30","Control Sacrifice","1032","F","10","3","SAC.FOR CONTROL MATL.
",NULL,"0","99","1","49","73"
"322","1961-04-30","Control Sacrifice","647","M","10","8","SAC.FOR CONTROL MATL.
",NULL,"0","99","1","49","73"
"323","1961-05-06","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","10","73"
"324","1961-05-06","Euthanized for Non-Conformance","2935","M","7200","34","SAC.NON-CONFORMING
",NULL,"99","54","1","10","73"
"325","1961-05-06","Control Sacrifice","949","M","10","23","SAC.FOR CONTROL MATL.
",NULL,"0","99","1","10","73"
"326","1961-05-06","Euthanized for Non-Conformance","2935","M","7200","34","SAC.NON-CONFORMING
",NULL,"99","54","1","10","73"
"327","1961-05-09","Stillborn","0","M","8400","20","STILLBORN
",NULL,"99","99","14","534","187"
"328","1961-05-09","Accident","3854","F","100","1","TRAUMA
","control","0","99","4","534","187"
"329","1961-05-09","Euthanized for Non-Conformance","3012","F","220","34","SAC.NON-CONFORMING
",NULL,"0","99","3","534","187"
"330","1961-05-09","Sacrificed Moribund","64","M","10","21","DETERMINATE
",NULL,"0","99","1","534","187"
"331","1961-05-17","Stillborn","0","M","8400","21","STILLBORN
",NULL,"99","99","14","8","73"
"332","1961-05-17","Age","2456","F","10","34","SAC.-CULL
",NULL,"0","99","1","8","73"
"333","1961-05-17","Transferred","754","F","10","0","TRANS.WITHIN ANL
",NULL,"0","99","1","8","73"
"334","1961-05-17","Transferred","754","M","2935","0","TRANS.WITHIN ANL
",NULL,"99","51","12","8","73"
"335","1961-05-17","Transferred","877","M","10","0","TRANS.WITHIN ANL
",NULL,"0","99","1","8","73"
"336","1961-05-17","Transferred","877","M","10","0","TRANS.WITHIN ANL
",NULL,"0","99","1","8","73"
"337","1961-05-21","Sacrificed Moribund","470","M","10","21","THROMBOSIS
",NULL,"0","99","1","59","90"
"338","1961-05-26","Euthanized for Non-Conformance","1727","F","220","18","SAC.NON-CONFORMING
",NULL,"0","99","3","41","187"
"339","1961-05-26","Euthanized for Non-Conformance","3031","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","41","187"
"340","1961-05-26","Sacrificed Moribund","4089","F","100","41","ENDOMETRITIS
","control","0","99","4","41","187"
"341","1961-05-26","Sacrificed Moribund","3089","F","7100","0","DENTAL,CULL;PYOMETRA
",NULL,"99","98","3","41","187"
"342","1961-05-26","Euthanized for Non-Conformance","2995","F","220","34","SAC.NON-CONFORMING
",NULL,"0","99","3","41","187"
"343","1961-05-26","Sacrificed Moribund","23","F","10","0","DETERMINATE
",NULL,"0","99","1","41","187"
"344","1961-05-26","Experimental Sacrifice","3505","M","7100","0","SAC.IN COURSE OF EXP.
",NULL,"99","98","3","41","187"
"345","1961-05-29","Stillborn","0","M","8400","18","STILLBORN
",NULL,"99","99","14","46","222"
"346","1961-05-29","Stillborn","0","F","8400","20","STILLBORN
",NULL,"99","99","14","46","222"
"347","1961-06-11","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","61","73"
"348","1961-06-11","less than 7 days old","6","F","10","8","BRONCHOPNEUMONIA
",NULL,"0","99","1","61","73"
"349","1961-09-04","less than 7 days old","3","F","7300","8","PULMONARY EDEMA
",NULL,"99","98","2","43","187"
"350","1961-09-04","less than 7 days old","4","M","7300","9","INJ.INFLICTED BY DAM
",NULL,"99","98","2","43","187"
"351","1961-09-04","Stillborn","0","U","7300","0","STILLBORN
",NULL,"99","98","2","43","187"
"352","1961-09-04","Stillborn","0","U","7300","0","STILLBORN
",NULL,"99","98","2","43","187"
"353","1961-09-04","Stillborn","0","U","7300","0","STILLBORN
",NULL,"99","98","2","43","187"
"354","1961-09-08","Experimental Sacrifice","0","M","5600","7","SAC.IN COURSE OF EXP.
",NULL,"99","51","20","39","104"
"355","1961-09-08","Experimental Sacrifice","0","F","5600","2","SAC.IN COURSE OF EXP.
",NULL,"99","51","20","39","104"
"356","1961-09-08","Experimental Sacrifice","0","M","5600","18","SAC.IN COURSE OF EXP.
",NULL,"99","51","20","39","104"
"357","1961-09-08","Experimental Sacrifice","0","M","5600","3","SAC.IN COURSE OF EXP.
",NULL,"99","51","20","39","104"
"358","1961-09-08","Experimental Sacrifice","0","F","5600","22","SAC.IN COURSE OF EXP.
",NULL,"99","51","20","39","104"
"359","1961-09-08","Experimental Sacrifice","0","M","5600","6","SAC.IN COURSE OF EXP.
",NULL,"99","51","20","39","104"
"360","1961-09-08","Experimental Sacrifice","0","F","5600","6","SAC.IN COURSE OF EXP.
",NULL,"99","51","20","39","104"
"361","1961-09-08","Experimental Sacrifice","0","F","5600","7","SAC.IN COURSE OF EXP.
",NULL,"99","51","20","39","104"
"362","1961-09-08","less than 7 days old","2","M","10","0","DETERMINATE
",NULL,"0","99","1","87","187"
"363","1961-09-08","Euthanized for Non-Conformance","2891","F","10","34","SAC.NON-CONFORMING
",NULL,"0","99","1","87","187"
"364","1961-09-08","Euthanized for Non-Conformance","1657","F","10","36","SAC.NON-CONFORMING
",NULL,"0","99","1","87","187"
"365","1961-09-08","Euthanized for Non-Conformance","2926","M","6200","0","SAC.NON-CONFORMING
",NULL,"99","53","3","87","187"
"366","1961-10-03","Radiation","3481","F","5500","32","SUPPURATIVE PNEUMONIA, PLEURITIS
",NULL,"4","4","0","18","222"
"367","1961-10-03","Radiation","435","M","5500","16","BM APLASIA, HEMORRHAGIC DIATHESIS
",NULL,"4","4","0","18","222"
"368","1961-10-03","less than 7 days old","5","M","10","5","PHYSICAL TRAUMA
",NULL,"0","99","1","18","222"
"369","1961-10-03","Radiation","427","M","5500","0","HEMORRHAGIC DIATHESIS
",NULL,"4","4","0","18","222"
"370","1961-10-04","less than 7 days old","3","F","10","4","CARDIAC ANOMALY
",NULL,"0","99","1","106","104"
"371","1961-10-04","Stillborn","0","F","8400","5","STILLBORN
",NULL,"99","99","14","106","104"
"372","1961-10-04","Stillborn","0","M","8400","6","STILLBORN
",NULL,"99","99","14","106","104"
"373","1961-10-30","Stillborn","0","F","7300","1","STILLBORN
",NULL,"99","98","2","6","187"
"374","1961-10-30","Stillborn","0","F","7300","1","STILLBORN
",NULL,"99","98","2","6","187"
"375","1961-10-30","Stillborn","0","M","7300","1","STILLBORN
",NULL,"99","98","2","6","187"
"376","1961-10-31","Sacrificed Moribund","2472","M","10","0","HEAT PROSTRATION
",NULL,"0","99","1","186","187"
"377","1961-10-31","Euthanized for Non-Conformance","1577","M","210","20","SAC.NON-CONFORMING
",NULL,"0","99","2","186","187"
"378","1961-10-31","Sacrificed Moribund","10","F","10","2","UMBIL.INFECT.-PERITONIT
",NULL,"0","99","1","186","187"
"379","1961-10-31","Euthanized for Non-Conformance","2480","F","220","34","SAC.NON-CONFORMING
",NULL,"0","99","3","186","187"
"380","1961-10-31","Sacrificed Moribund","12","F","10","21","BRONCHOPNEUMONIA
",NULL,"0","99","1","186","187"
"381","1961-11-02","Stillborn","0","M","7300","9","STILLBORN
",NULL,"99","98","2","45","73"
"382","1961-11-02","less than 7 days old","2","M","7300","21","ATELECTASIS NEONATUM,PT
",NULL,"99","98","2","45","73"
"383","1961-11-02","less than 7 days old","2","M","7300","21","ATELECTASIS NEONATUM,PT
",NULL,"99","98","2","45","73"
"384","1961-11-02","less than 7 days old","2","F","7300","21","ATELECTASIS NEONATUM,PT
",NULL,"99","98","2","45","73"
"385","1961-11-02","less than 7 days old","2","F","7300","21","ATELECTASIS NEONATUM,PT
",NULL,"99","98","2","45","73"
"386","1961-11-02","less than 7 days old","2","F","7300","21","ATELECTASIS NEONATUM,PT
",NULL,"99","98","2","45","73"
"387","1961-11-03","Stillborn","0","M","8400","21","STILLBORN
",NULL,"99","99","14","27","73"
"388","1961-11-03","less than 7 days old","5","M","10","19","BACTEREMIA
",NULL,"0","99","1","27","73"
"389","1961-11-05","Sacrificed Moribund","3740","M","100","16","CONGESTIVE HEART FAILURE
","control","0","99","4","40","104"
"390","1961-11-05","Sacrificed Moribund","2679","F","5500","32","
",NULL,"4","4","0","40","104"
"391","1961-11-05","Radiation","3985","F","5500","41","ADCA-OVARY/W
",NULL,"4","4","0","40","104"
"392","1961-11-05","Sacrificed Moribund","3734","F","5500","46","RECURR.SCHWANNOMA-NECK
",NULL,"4","4","0","40","104"
"393","1961-11-05","Sacrificed Moribund","4092","F","5500","24","
",NULL,"4","4","0","40","104"
"394","1961-11-05","Euthanized for Non-Conformance","2479","F","220","34","SAC.NON-CONFORMING
",NULL,"0","99","3","40","104"
"395","1961-11-05","Euthanized for Non-Conformance","2882","F","10","0","SAC.NON-CONFORMING
",NULL,"0","99","1","40","104"
"396","1961-11-17","less than 7 days old","2","M","10","21","BRONCHOPNEUMONIA
",NULL,"0","99","1","10","73"
"397","1961-11-17","Sacrificed Moribund","3668","M","5500","21","SPINAL CORD SARCOMA, CHRONIC NEPHRITIS
",NULL,"4","4","0","10","73"
"398","1961-11-17","Radiation","178","M","5500","20","HEMORRHAGIC DIATHESIS
",NULL,"4","4","0","10","73"
"399","1961-11-17","Sacrificed Moribund","3358","M","5500","33","HEPATIC DEGENERATION, SPLENIC FRACTURE W/HEMORRHAG",NULL,"4","4","0","10","73"
"400","1961-11-17","Age","5247","M","100","25","
","control","0","99","4","10","73"
"401","1961-11-17","Radiation","178","F","5500","30","HEMORRHAGIC DIATHESIS
",NULL,"4","4","0","10","73"
"402","1961-11-24","Stillborn","0","F","8400","21","STILLBORN
",NULL,"99","99","14","8","104"
